projectName,startDate,CID,PID,finishDate
Hardwood Wholesalers,08/03/2012,48116392,436538124,02/07/2022
CREDO Petroleum,01/11/2003,464777250,779434366,23/07/2022
America's Choice Healthplans,05/09/2013,938446199,254603133,25/07/2024
Cynergy Data,26/06/2018,169235447,117048295,27/04/2028
Texas Residential Mortgage,05/12/2000,558059745,276667965,25/08/2024
Cascade Bancorp,10/02/1985,584580811,370358666,17/04/2025
Calence,27/08/2002,393330541,363313126,01/10/2028
Diageo,23/02/2017,632129789,715035529,16/04/2024
Sprint Corp.,01/09/2013,605030231,273251731,30/01/2022
Hat World,30/12/2018,807617363,852375968,28/11/2021
Valley Oak Systems,16/11/1982,659045634,736705802,04/12/2021
Heritage Microfilm,14/07/1993,785798721,505322929,20/07/2024
L’Oreal,17/12/1995,813572516,807775218,01/11/2025
Limited Brands,14/02/1988,115081161,515911682,24/08/2025
Computer World Services,17/05/2000,143934982,406801145,06/08/2026
Restaurant Partners,26/02/1994,431317199,538952217,26/04/2024
Oneida Financial,22/11/1995,967162083,709466001,17/06/2022
IBM Corp.,10/07/1983,932558994,840169173,06/08/2029
DC Group,13/03/2010,240937863,722081759,06/07/2029
Terra Firma,07/09/1998,390713763,786583561,05/04/2023
Integra Telecom,23/06/1997,168664243,218056912,19/06/2025
Harrison & Shriftman,06/03/2007,991441463,473847022,13/01/2022
ATA Services,10/01/2006,285114064,483095363,10/03/2025
Black Mountain Management,22/07/1996,728838299,438270473,25/06/2022
National Heritage Academies,26/10/2001,833284616,591993757,26/03/2028
Infinity Software Development,22/12/2007,795988602,139289524,17/12/2022
SPS Commerce,14/04/2000,420137489,623566837,26/12/2030
New Media Communications,25/05/1983,617736414,534284187,12/02/2023
Micro Solutions Enterprises,20/04/1980,727304462,296105711,29/12/2024
Questar Capital,04/09/1985,49475582,911671667,05/09/2026
Serentec,08/08/1980,558411449,144448393,08/04/2020
Infinity Software Development,29/01/2016,127043481,170933755,03/09/2022
Miller Systems,13/09/2013,243700576,22822971,29/09/2024
Interface Software,06/09/1982,587617837,413856545,04/02/2022
Air Methods,23/06/1984,131497423,455191648,05/06/2020
Ultimus,02/03/1988,19717995,127008334,19/08/2027
Kmart Corp.,01/01/2016,251525574,867929536,21/09/2021
WestNet Learning Technologies,01/11/2005,754470868,38157613,11/02/2028
Schering-Plough Corp.,11/08/2010,19184195,710510907,01/03/2027
Pinnacle Staffing,29/11/2000,429318882,90086063,08/08/2029
Kelmoore Investment,17/10/1983,77641774,206457747,07/03/2027
AT&T Wireless,04/04/2007,144469229,502629723,27/11/2027
Lydian Trust,29/01/1987,973359568,832569105,03/01/2024
Cendant Corp.,20/06/1983,528941620,414819423,19/11/2030
Linac Systems,17/07/2018,995323066,726423550,07/08/2020
Synhrgy HR Technologies,17/08/2004,60220071,549061333,08/04/2020
ProfitLine,15/11/2015,782186423,866707439,26/05/2027
Investment Scorecard,30/12/1984,249105717,885038025,15/03/2022
Lydian Trust,02/07/1982,586575740,319778180,13/01/2024
Formatech,13/06/1992,998653155,995650306,15/04/2020
Jolly Enterprises,16/05/2013,78506215,176978686,27/12/2025
BioReliance,03/05/1997,255826805,175666181,03/12/2026
Axis Consulting,14/03/2017,333500872,573288637,22/04/2023
Dankoff Solar Products,26/06/2012,204407391,896937499,07/03/2022
Bowman Consulting Group,17/03/2014,150108306,123532222,07/02/2025
Texas Residential Mortgage,30/07/1989,250729258,283362131,29/01/2026
Envision Telephony,30/04/1995,459658628,30172465,14/06/2025
Benecon Group,10/07/2014,305994081,508679291,05/10/2025
Greene County Bancorp,19/02/2002,219665783,435789612,26/03/2030
Johnson & Johnson,16/10/2002,573974334,880666507,26/11/2025
Flake-Wilkerson Market Insights,26/06/1997,32558100,690535651,08/09/2025
Hershey Foods Corp.,03/10/1987,713027892,766647043,14/04/2026
Hudson River Bancorp,06/06/1989,562837014,800354061,05/04/2023
ATX Forms,16/08/1990,939648146,861410783,30/07/2026
Flake-Wilkerson Market Insights,24/04/1993,967603362,989951139,24/01/2029
Greenwich Technology Partners,15/12/2002,690534086,255206780,11/05/2026
Analytical Management Services,01/06/2014,750881460,587385119,07/06/2022
Cynergy Data,07/01/2001,313774162,756795884,16/11/2029
Savela & Associates,29/03/1993,122699045,429610139,06/10/2025
York Enterprise Solutions,02/06/2016,37905527,15716621,19/07/2025
TEOCO,10/12/1986,46269356,594248193,10/07/2029
Consultants' Choice,28/04/2014,887644828,873141591,06/04/2028
Advanced Internet Technologies,09/03/1980,666594789,277871063,07/11/2022
First South Bancorp,21/03/2006,70822529,464160822,06/10/2030
Lloyd Group,28/08/1981,666254828,984148451,10/07/2026
Accuship,18/11/1992,263685227,180622828,23/11/2021
Process Plus,04/01/2013,892665000,721105399,27/11/2024
Accurate Autobody,03/05/1984,415878210,202256396,13/03/2027
TeleSynthesis,03/01/1998,427673323,377730228,27/09/2021
"Mathis, Earnest & Vandeventer",26/10/2005,196521402,721250157,29/06/2023
Brandt Information Services,01/06/1991,506995584,266785635,01/02/2028
Ogio International,24/09/2007,868078700,91665924,13/02/2029
StoneTech Professional,05/10/2014,87971679,842171050,16/05/2020
TALX,13/11/1997,798593535,585910595,29/02/2024
Liners Direct,28/01/1986,95579115,608993912,08/07/2022
Cynergy Data,21/06/2007,5174389,182817095,16/07/2028
Process Plus,18/11/1996,271354525,198556984,16/09/2028
Commercial Energy of Montana,11/11/1999,29682708,413386818,26/04/2023
Denali Ventures,29/07/2014,331168437,638517732,25/02/2020
CIW Services,27/01/2006,866679584,33164047,14/07/2020
Hardwood Wholesalers,30/12/2010,291836312,560956545,23/11/2028
Exinom Technologies,28/11/2018,4860797,242854849,28/04/2027
Innovate E-Commerce,08/09/1982,909071250,468944295,21/10/2025
Peerless Manufacturing,01/10/1982,106842542,263041093,17/05/2024
Maverick Construction,01/06/2000,522527751,862981252,22/05/2025
McDonald’s Corp.,15/08/1999,276970916,53438884,13/09/2020
Portfolio Recovery Associates,28/10/2018,766852615,563687906,04/11/2023
Capital Automotive,03/06/2009,744459609,788059980,10/07/2022
Great Lakes Technologies Group,23/02/2001,849130199,214267875,13/06/2026
AccuCode,29/12/2008,310013301,761947688,18/01/2020
J.C. Malone Associates,21/04/2004,460566178,551197454,22/02/2029
Analytics Operations Engineering,04/09/2007,16870560,751541691,29/03/2030
Market-Based Solutions,08/11/1984,87707338,666987445,23/11/2023
Advanced Vision Research,20/04/2003,658614267,711751167,29/06/2020
Capital Crossing Bank,19/01/2008,251978377,586335200,14/10/2021
ATA Services,07/02/2001,142662535,92915214,13/12/2023
Walt Disney Co.,18/01/1992,682687643,276197462,04/05/2028
Cascade Bancorp,28/09/2008,943583437,437524377,14/12/2028
Coca-Cola Co.,31/12/1985,102124436,846957078,13/10/2027
Gillani,30/06/2018,595697830,509232978,15/09/2025
Comm-Works,11/05/2009,927896152,137875605,24/06/2029
McKee Wallwork Henderson,09/01/2001,49959874,618825169,13/09/2025
Random Walk Computing,28/04/1981,15613081,701369662,26/02/2024
Team,23/09/1998,103456155,61912698,03/07/2020
Cura Group,02/02/2005,135016607,425524470,21/05/2029
WorldCom,04/12/1990,630085039,106298898,30/11/2024
Brandt Information Services,27/10/1982,636413208,611255200,27/03/2021
Bigdough.com,12/11/2002,773107594,111566233,06/09/2028
Providence Service,11/04/2011,782611002,698737028,15/02/2022
Intrasphere Technologies,20/03/2011,947860902,885103069,15/09/2027
Mitsubishi Motors Corp.,04/10/2006,179019685,524240229,11/03/2029
Meritage Technologies,03/03/1993,628822074,58296385,27/01/2029
Sea Fox Boat,11/01/1991,269484350,566710747,02/06/2030
Atlantic.Net,10/08/2007,977511374,266831578,19/02/2024
First Place Financial,29/05/1983,266068855,844679299,01/02/2028
Visa International,12/06/2011,202691285,23065654,13/07/2024
Sweet Productions,27/03/1983,597922407,32388669,29/01/2023
Dell Computer Corp.,17/09/1987,810729413,932648285,29/05/2030
Portage Environmental,08/10/1984,966523771,345015742,01/07/2025
Inspiration Software,29/07/1989,149311822,510824688,15/09/2021
Solution Builders,14/07/1982,799317506,308578157,23/10/2029
Lindin Consulting,26/03/2004,929948407,786248122,02/12/2024
Sterling Financial Group of Companies,07/05/2006,328337958,456203128,09/10/2022
J.C. Malone Associates,17/09/1996,381313253,188990736,07/04/2020
Associated Business Systems,01/08/1984,903451472,648840665,21/03/2030
SupplyCore.com,13/05/2009,431919795,153023901,04/03/2022
Dataprise,14/01/2005,6208264,613083260,27/12/2022
Tracer Technologies,25/09/2006,913746167,769698840,01/04/2030
Comnet International,18/09/2001,700914911,897687650,12/07/2020
Toyota Motor Corp.,02/05/2013,365768354,351793727,02/10/2022
Urstadt Biddle Properties,22/07/2004,925631158,837424738,07/12/2028
L.E.M. Products,08/06/1999,872204066,584117162,12/05/2027
Southern Financial Bancorp,01/04/1997,935785884,693439090,28/07/2027
MindIQ,15/09/2004,669009416,491772381,25/09/2029
STI Knowledge,12/08/1998,899551620,548575058,13/09/2027
Active Services,21/04/1995,628817866,872262584,22/07/2029
Maverick Construction,20/11/2012,217291193,458403390,08/11/2020
Omega Insurance Services,16/04/2000,235590790,604659555,16/01/2024
Taycor Financial,20/12/1987,357067643,189978305,25/03/2023
Security Check,26/06/1993,319534217,760418761,30/07/2023
Campbell Soup Co.,26/03/2018,867148812,434647777,02/09/2022
Active Services,08/02/2011,746975360,760057022,17/11/2020
Painted Word,16/09/2017,379513022,427781239,27/03/2030
Provident Bancorp,20/04/2019,716926401,877987325,29/07/2020
Bradley Pharmaceuticals,10/12/2001,56757037,225520839,05/10/2020
Advanced Internet Technologies,21/02/1981,39634464,541925307,19/03/2020
Pearl Law Group,10/11/2000,90444345,887159747,19/01/2024
Vesta,08/05/2016,545194693,308962724,30/11/2024
Mattel,20/05/1992,404410936,396537307,11/11/2021
Wendy’s International,17/10/2002,983591473,172657273,01/02/2021
Inspiration Software,23/12/2010,142359148,288585173,14/11/2020
Analytical Management Services,12/08/2008,915036496,618676664,17/07/2028
Reckitt Benckiser,31/08/1995,822811982,310098263,15/05/2028
Virbac,16/12/1998,639116133,917143708,16/01/2024
GTS Refreshment Services,21/02/1988,124389523,198073746,24/03/2020
Max & Erma's Restaurants,15/10/1996,948515650,848121068,14/06/2030
Total Entertainment,28/04/1987,446258390,784122920,17/08/2030
Doral Dental USA,25/09/2001,316506662,677910651,20/10/2026
Network Display,16/06/2000,786741844,99832976,11/10/2029
Global Wireless Data,19/01/2007,827683468,794946080,05/07/2024
Data Warehouse,17/07/2009,701707914,397109266,11/12/2024
Omega Insurance Services,08/03/1985,590443139,370900276,21/05/2025
Tropical Oasis,08/02/1989,772043320,163235257,21/02/2026
Painted Word,28/08/2010,464208388,287528405,24/09/2022
Astute,26/02/1990,194768210,283814542,11/04/2023
FNB,26/11/1987,774639122,280877312,10/11/2025
DaimlerChrysler,25/07/1982,538411194,385115617,15/01/2023
SALT Group,27/10/2002,383969635,422598600,01/07/2026
Outsource Group,22/05/2013,960462549,309717606,07/10/2028
Kingston,17/12/1990,386951188,617167267,29/03/2022
Heartlab,11/01/2015,412799371,512254987,26/01/2027
TMA Resources,10/11/2002,930468148,24461350,31/08/2026
Gray Hawk Systems,19/10/1998,238479290,170022244,20/01/2028
Spenser Communications,28/08/1988,49695525,149867521,10/07/2020
Partnership in Building,18/04/1997,843062062,281360189,09/01/2027
Anheuser-Busch Cos.,27/04/1980,167410681,252574809,23/06/2021
TeleSynthesis,31/07/1983,552018166,220994233,01/11/2023
Wal-Mart Stores,13/10/2019,509910700,85655557,14/07/2020
Colgate-Palmolive Co.,16/10/2011,640268248,870819494,10/03/2023
Global Wireless Data,22/02/2016,900216328,632067776,19/11/2024
Linksys,18/11/1996,389144786,587197242,01/08/2029
Advanced Internet Technologies,15/11/2014,314246943,674030447,06/08/2027
Extreme Pizza,11/12/2005,796350307,223042430,13/07/2028
Albertson’s,31/10/2018,72835708,593054733,29/10/2024
Meridian Gold,17/04/1989,883956895,470868354,23/12/2023
InsurMark,10/01/1981,82347917,778917105,08/07/2024
Aquascape Designs,11/06/1996,248738865,946212215,20/02/2030
Accredited Home Lenders,26/04/1993,547982851,267513901,03/11/2028
Lydian Trust,25/08/1992,842401833,630206325,07/08/2026
Air Methods,03/04/2004,358469967,159457251,11/05/2030
Analytics Operations Engineering,22/06/1998,698560989,604760900,11/02/2025
Sandy Spring Bancorp,01/10/1983,719083384,504462227,18/01/2029
Myricom,07/08/2000,799095180,430174581,08/06/2030
PowerLight,17/08/2003,173499976,773997029,10/12/2030
Dankoff Solar Products,13/09/1988,35156354,220278849,07/02/2023
Eze Castle Software,02/08/2019,561845911,98658542,22/12/2023
Clover Technologies Group,04/11/2012,547546535,681523592,13/03/2030
Yash Technologies,21/07/1995,120496588,92838545,26/12/2023
Paisley Consulting,13/12/1982,184397517,174369175,06/08/2025
Sunstream,15/02/2006,978430115,854165028,09/03/2020
Micro Solutions Enterprises,18/09/2001,324139086,726504893,06/01/2020
Parksite,24/04/1983,876558612,71766843,09/09/2029
Advanced Vending Systems,09/04/2006,898458730,42492141,26/07/2029
Tilson HR,27/04/1983,41426752,811384322,01/02/2026
Primus Software,20/11/1986,226202252,445281518,14/09/2020
Typhoon,02/05/1993,89115406,420844914,23/08/2020
Quantum Loyalty Systems,25/05/1991,647995554,458023171,24/08/2022
Uniserve Facilities Services,29/06/2006,151197502,742733703,26/07/2028
Campbell Soup Co.,12/02/1989,585507491,157590854,11/05/2026
Floorgraphics,07/07/1994,80335146,644587219,06/04/2028
WestNet Learning Technologies,14/02/2008,255052330,650920865,24/02/2027
EFC Bancorp,20/06/1993,72390236,148701320,26/10/2027
Advanced Technologies Group,22/05/1986,634149921,732293559,17/08/2030
Valley Oak Systems,28/09/2004,709450152,588212229,30/04/2023
Visa International,07/05/2006,318291229,596638423,09/07/2021
Oakleaf Waste Management,28/04/1995,803056668,89636795,14/03/2027
Access Systems,26/10/1995,867714904,269006190,01/08/2024
Dankoff Solar Products,19/02/1985,220627787,922594150,19/10/2029
Nike,22/04/2012,622774983,419813875,02/09/2028
BASE Consulting Group,21/08/2017,372340423,159708664,28/02/2021
Elite Computers & Software,22/03/2008,463300483,316737085,08/01/2021
General Electric Co.,26/04/1989,291988661,227337948,09/06/2030
All Star Consulting,20/02/1983,601545835,720558693,11/01/2024
Arkidata,06/07/2009,28446053,781921161,20/07/2028
Greyhawk North America,12/11/1992,999395588,436464655,28/01/2020
Telechem International,09/11/2008,751059742,393177132,27/07/2021
Providence Service,18/03/2015,296526279,814295109,10/02/2020
Franklin American Mortgage,25/10/1981,535089530,910436779,12/05/2024
ELMCO,14/12/2005,845399100,201451777,27/02/2028
Pfizer,09/11/1983,701774628,251698579,15/01/2022
Phoenix Rehabilitation and Health Services,19/09/1990,729598292,329804581,14/12/2027
St. Mary Land & Exploration,19/06/1982,898151536,771638245,23/02/2026
Meridian Gold,11/03/1985,216607956,164406277,08/11/2026
Estee Lauder Cos.,24/01/2009,281449059,383361903,06/09/2020
"U.S. dairy producers, processors",20/01/2016,230653599,538412374,06/06/2027
Wyeth,07/08/1993,29331611,584841998,24/02/2024
Analytics Operations Engineering,31/12/1997,729063464,323284603,05/07/2025
Procurement Centre,27/06/1986,101670620,105115660,01/03/2027
Mission West Properties,02/04/1984,421486684,562208952,25/03/2027
White Wave,04/02/2015,37920765,898363758,16/04/2023
CHIPS Solutions,09/07/2019,712678853,330979147,15/07/2021
Nestle,21/10/2000,849304138,234235022,19/07/2021
"U.S. dairy producers, processors",22/05/2015,482729463,767395984,28/02/2020
USA Instruments,30/03/2014,29120580,507628601,12/01/2022
SHOT,02/01/1989,344252158,33516957,18/07/2030
Refinery,02/02/1988,553422435,321702733,02/09/2022
IntegraMed America,10/03/1984,587160053,869574029,15/02/2025
Cambridge Home Health Care,30/07/1997,904448556,879948797,12/05/2026
Cendant Corp.,13/12/2018,859759089,677942943,08/01/2030
Hat World,08/05/2017,699438881,646293749,05/04/2025
esoftsolutions,31/07/2000,186096570,120637425,20/01/2028
L.E.M. Products,09/01/2011,314948706,670549793,27/01/2022
Printcafe Software,29/11/1997,593872365,410110956,30/12/2023
Pacific Data Designs,20/05/1981,226619428,820405098,19/11/2022
esoftsolutions,25/10/1998,687034576,486304364,03/02/2027
American Service Systems,24/05/2000,637849748,283693100,13/12/2024
Perfect Order,22/01/2011,486733529,673958912,10/03/2024
Nature's Cure,13/04/2005,848728329,72543502,18/03/2028
United Asset Coverage,13/06/2008,276824936,65903808,21/07/2030
esoftsolutions,16/08/2017,604820835,899654553,25/02/2025
Biosite,19/06/1988,609639965,848864249,27/07/2027
SCI,27/08/2011,83823195,348878448,18/08/2029
Lydian Trust,10/02/1995,304536743,181693326,09/01/2030
McKee Wallwork Henderson,14/03/1991,87410907,882169484,23/03/2020
Lifeline Systems,13/10/1986,347526730,152130021,01/04/2021
Aristotle,13/11/2008,974359168,685588956,11/08/2028
Linac Systems,03/03/1990,635826520,892486274,11/08/2028
Volkswagen,01/06/2009,144892110,120908931,14/02/2025
Sammy's Woodfired Pizza,20/04/1984,589803537,130814982,27/01/2021
Employer Services,23/12/2015,115322245,926961702,04/01/2030
Computer World Services,04/08/1990,459897295,477391766,13/09/2029
