projectName,startDate,CID,PID
inspector,22/09/2003,667817903,632000710
trainer,23/09/2003,475079556,162392457
strategy,24/09/2003,2958778,736513531
agency,25/09/2003,444602742,953949457
dealer,26/09/2003,251777025,897816697
love,27/09/2003,82367719,242216381
length,28/09/2003,791874258,529767795
article,29/09/2003,840182659,913650112
writer,30/09/2003,23364993,870061394
apple,01/10/2003,902289636,920779685
employer,02/10/2003,251486233,833969553
emphasis,03/10/2003,784156017,370202490
storage,04/10/2003,140691717,402013626
message,05/10/2003,370440483,964118793
reception,06/10/2003,46990634,323901092
chemistry,07/10/2003,16774262,181549364
fortune,08/10/2003,324249056,177079140
tongue,09/10/2003,963551477,921724392
arrival,10/10/2003,676978173,863749039
historian,11/10/2003,215430511,419884351
queen,12/10/2003,718141373,904566730
editor,13/10/2003,901649005,482143177
church,14/10/2003,735704411,445552704
height,15/10/2003,592522623,136550973
passenger,16/10/2003,2230684,655324488
night,17/10/2003,708142454,165846709
way,18/10/2003,515509270,299648106
basis,19/10/2003,551147260,327067830
system,20/10/2003,96515205,726056197
inflation,21/10/2003,971527654,747612273
road,22/10/2003,20251323,868336266
marketing,23/10/2003,284545031,695983659
chocolate,24/10/2003,206701288,658200776
photo,25/10/2003,344594417,18788371
artisan,26/10/2003,623523821,586899220
lab,27/10/2003,179034020,20413551
clothes,28/10/2003,118166746,997500135
ambition,29/10/2003,263870401,885342871
wood,30/10/2003,307652215,700346550
thought,31/10/2003,397884849,152353884
bonus,01/11/2003,927627731,417491836
awareness,02/11/2003,713402654,812072898
signature,03/11/2003,129198085,613350311
menu,04/11/2003,998586926,957912244
classroom,05/11/2003,238361635,118601572
family,06/11/2003,331196517,503415302
reception,07/11/2003,823113981,42605458
judgment,08/11/2003,503267361,846679218
town,09/11/2003,318616057,473806960
child,10/11/2003,145155939,652697720
session,11/11/2003,716959073,739338391
steak,12/11/2003,595337786,463418871
shirt,13/11/2003,906327556,306420155
video,14/11/2003,879250622,407439220
extent,15/11/2003,328745009,448549347
recipe,16/11/2003,942760514,446082849
dinner,17/11/2003,68829037,660450381
tea,18/11/2003,790491367,506055523
contract,19/11/2003,917489689,67202839
student,20/11/2003,329358209,116500869
heart,21/11/2003,1484838,515478855
potato,22/11/2003,831136869,846594935
topic,23/11/2003,414887697,50173228
math,24/11/2003,135092364,703726353
poetry,25/11/2003,199291546,766056909
studio,26/11/2003,665851092,758789643
internet,27/11/2003,534366762,10633762
guitar,28/11/2003,328387155,882079881
dealer,29/11/2003,889617250,55167557
storage,30/11/2003,922388519,903101021
media,01/12/2003,261771346,129320216
language,02/12/2003,721475304,640706628
ad,03/12/2003,669424353,159867406
mixture,04/12/2003,108634512,579559876
reading,05/12/2003,733874802,555544988
engine,06/12/2003,367589971,829482891
newspaper,07/12/2003,657022520,392561754
bread,08/12/2003,521082400,601663080
breath,09/12/2003,470579967,300880210
dirt,10/12/2003,803212276,850660723
flight,11/12/2003,83019693,620125851
lake,12/12/2003,398973892,986031231
virus,13/12/2003,268529900,713153081
passenger,14/12/2003,100158818,392700934
speech,15/12/2003,821692,871234323
person,16/12/2003,360117917,518861217
sir,17/12/2003,595206199,890155152
artisan,18/12/2003,52133025,758905131
historian,19/12/2003,704395850,273252975
cheek,20/12/2003,83485251,877890544
basket,21/12/2003,375775730,677644299
user,22/12/2003,376959345,267495773
manager,23/12/2003,417006924,123323171
movie,24/12/2003,482642071,613825756
tea,25/12/2003,176272329,394095708
blood,26/12/2003,805621422,946299474
variation,27/12/2003,915270313,180359019
priority,28/12/2003,841549068,134987007
poem,29/12/2003,747973374,844141097
chocolate,30/12/2003,586347978,53570856
republic,31/12/2003,667817903,993914371
election,01/01/2004,475079556,765972606
emphasis,02/01/2004,2958778,346831256
writer,03/01/2004,444602742,463542735
fishing,04/01/2004,251777025,954637828
grocery,05/01/2004,82367719,790907989
employer,06/01/2004,791874258,381789651
driver,07/01/2004,840182659,282183684
guidance,08/01/2004,23364993,716044695
finding,09/01/2004,902289636,681919109
lake,10/01/2004,251486233,974609637
mall,11/01/2004,784156017,839004634
dinner,12/01/2004,140691717,993100054
ability,13/01/2004,370440483,69772212
art,14/01/2004,46990634,672447540
ad,15/01/2004,16774262,476940972
depth,16/01/2004,324249056,455533370
strategy,17/01/2004,963551477,414052550
accident,18/01/2004,676978173,395198675
society,19/01/2004,215430511,325606856
people,20/01/2004,718141373,819501434
tooth,21/01/2004,901649005,886318873
basis,22/01/2004,735704411,376399340
pizza,23/01/2004,592522623,483541831
person,24/01/2004,2230684,867051954
statement,25/01/2004,708142454,760803556
chemistry,26/01/2004,515509270,265614895
child,27/01/2004,551147260,691752115
death,28/01/2004,96515205,664602165
history,29/01/2004,971527654,567267481
airport,30/01/2004,20251323,165019840
homework,31/01/2004,284545031,70163071
soup,01/02/2004,206701288,376679800
language,02/02/2004,344594417,732666100
country,03/02/2004,623523821,131871351
client,04/02/2004,179034020,967115298
internet,05/02/2004,118166746,560876167
volume,06/02/2004,263870401,194897729
user,07/02/2004,307652215,593078228
attention,08/02/2004,397884849,700141560
procedure,09/02/2004,927627731,682060098
funeral,10/02/2004,713402654,533384013
injury,11/02/2004,129198085,970372893
judgment,12/02/2004,998586926,376129406
oven,13/02/2004,238361635,823332719
story,14/02/2004,331196517,772814884
republic,15/02/2004,823113981,140440477
emotion,16/02/2004,503267361,635756329
theory,17/02/2004,318616057,33262276
area,18/02/2004,145155939,525670927
drama,19/02/2004,716959073,973474720
scene,20/02/2004,595337786,234641982
cigarette,21/02/2004,906327556,421499358
device,22/02/2004,879250622,688178026
activity,23/02/2004,328745009,905337852
freedom,24/02/2004,942760514,197594926
hospital,25/02/2004,68829037,436538124
presence,26/02/2004,790491367,779434366
orange,27/02/2004,917489689,254603133
anxiety,28/02/2004,329358209,117048295
lake,29/02/2004,1484838,276667965
alcohol,01/03/2004,831136869,370358666
church,02/03/2004,414887697,363313126
hair,03/03/2004,135092364,715035529
fact,04/03/2004,199291546,273251731
newspaper,05/03/2004,665851092,852375968
actor,06/03/2004,534366762,736705802
attention,07/03/2004,328387155,505322929
goal,08/03/2004,889617250,807775218
truth,09/03/2004,922388519,515911682
leader,10/03/2004,261771346,406801145
event,11/03/2004,721475304,538952217
growth,12/03/2004,669424353,709466001
location,13/03/2004,108634512,840169173
driver,14/03/2004,733874802,722081759
bedroom,15/03/2004,367589971,786583561
hall,16/03/2004,657022520,218056912
reality,17/03/2004,521082400,473847022
attitude,18/03/2004,470579967,483095363
affair,19/03/2004,803212276,438270473
pie,20/03/2004,83019693,591993757
solution,21/03/2004,398973892,139289524
database,22/03/2004,268529900,623566837
message,23/03/2004,100158818,534284187
menu,24/03/2004,821692,296105711
airport,25/03/2004,360117917,911671667
throat,26/03/2004,595206199,144448393
fishing,27/03/2004,52133025,170933755
passenger,28/03/2004,704395850,22822971
guest,29/03/2004,83485251,413856545
promotion,30/03/2004,375775730,455191648
idea,31/03/2004,376959345,127008334
owner,01/04/2004,417006924,867929536
recipe,02/04/2004,482642071,38157613
economics,03/04/2004,176272329,710510907
guest,04/04/2004,805621422,90086063
courage,05/04/2004,915270313,206457747
driver,06/04/2004,841549068,502629723
device,07/04/2004,747973374,832569105
aspect,08/04/2004,586347978,414819423
inspector,09/04/2004,667817903,726423550
trainer,10/04/2004,475079556,549061333
strategy,11/04/2004,2958778,866707439
agency,12/04/2004,444602742,885038025
dealer,13/04/2004,251777025,319778180
love,14/04/2004,82367719,995650306
length,15/04/2004,791874258,176978686
article,16/04/2004,840182659,175666181
writer,17/04/2004,23364993,573288637
apple,18/04/2004,902289636,896937499
employer,19/04/2004,251486233,123532222
emphasis,20/04/2004,784156017,283362131
storage,21/04/2004,140691717,30172465
message,22/04/2004,370440483,508679291
reception,23/04/2004,46990634,435789612
chemistry,24/04/2004,16774262,880666507
fortune,25/04/2004,324249056,690535651
tongue,26/04/2004,963551477,766647043
arrival,27/04/2004,676978173,800354061
historian,28/04/2004,215430511,861410783
queen,29/04/2004,718141373,989951139
editor,30/04/2004,901649005,255206780
church,01/05/2004,735704411,587385119
height,02/05/2004,592522623,756795884
passenger,03/05/2004,2230684,429610139
night,04/05/2004,708142454,15716621
way,05/05/2004,515509270,594248193
basis,06/05/2004,551147260,873141591
system,07/05/2004,96515205,277871063
inflation,08/05/2004,971527654,464160822
road,09/05/2004,20251323,984148451
marketing,10/05/2004,284545031,180622828
chocolate,11/05/2004,206701288,721105399
photo,12/05/2004,344594417,202256396
artisan,13/05/2004,623523821,377730228
lab,14/05/2004,179034020,721250157
clothes,15/05/2004,118166746,266785635
ambition,16/05/2004,263870401,91665924
wood,17/05/2004,307652215,842171050
thought,18/05/2004,397884849,585910595
bonus,19/05/2004,927627731,608993912
awareness,20/05/2004,713402654,182817095
signature,21/05/2004,129198085,198556984
menu,22/05/2004,998586926,413386818
classroom,23/05/2004,238361635,638517732
family,24/05/2004,331196517,33164047
reception,25/05/2004,823113981,560956545
judgment,26/05/2004,503267361,242854849
town,27/05/2004,318616057,468944295
child,28/05/2004,145155939,263041093
session,29/05/2004,716959073,862981252
steak,30/05/2004,595337786,53438884
shirt,31/05/2004,906327556,563687906
video,01/06/2004,879250622,788059980
extent,02/06/2004,328745009,214267875
recipe,03/06/2004,942760514,761947688
dinner,04/06/2004,68829037,551197454
tea,05/06/2004,790491367,751541691
contract,06/06/2004,917489689,666987445
student,07/06/2004,329358209,711751167
heart,08/06/2004,1484838,586335200
potato,09/06/2004,831136869,92915214
topic,10/06/2004,414887697,276197462
math,11/06/2004,135092364,437524377
poetry,12/06/2004,199291546,846957078
studio,13/06/2004,665851092,509232978
internet,14/06/2004,534366762,137875605
guitar,15/06/2004,328387155,618825169
dealer,16/06/2004,889617250,701369662
storage,17/06/2004,922388519,61912698
media,18/06/2004,261771346,425524470
language,19/06/2004,721475304,106298898
ad,20/06/2004,669424353,611255200
mixture,21/06/2004,108634512,111566233
reading,22/06/2004,733874802,698737028
engine,23/06/2004,367589971,885103069
newspaper,24/06/2004,657022520,524240229
bread,25/06/2004,521082400,58296385
breath,26/06/2004,470579967,566710747
dirt,27/06/2004,803212276,266831578
flight,28/06/2004,83019693,844679299
lake,29/06/2004,398973892,23065654
virus,30/06/2004,268529900,32388669
passenger,01/07/2004,100158818,932648285
speech,02/07/2004,821692,345015742
person,03/07/2004,360117917,510824688
sir,04/07/2004,595206199,308578157
artisan,05/07/2004,52133025,786248122
historian,06/07/2004,704395850,456203128
cheek,07/07/2004,83485251,188990736
basket,08/07/2004,375775730,648840665
user,09/07/2004,376959345,153023901
manager,10/07/2004,417006924,613083260
movie,11/07/2004,482642071,769698840
tea,12/07/2004,176272329,897687650
blood,13/07/2004,805621422,351793727
variation,14/07/2004,915270313,837424738
priority,15/07/2004,841549068,584117162
poem,16/07/2004,747973374,693439090
chocolate,17/07/2004,586347978,491772381
republic,18/07/2004,667817903,548575058
election,19/07/2004,475079556,872262584
emphasis,20/07/2004,2958778,458403390
writer,21/07/2004,444602742,604659555
fishing,22/07/2004,251777025,189978305
grocery,23/07/2004,82367719,760418761
employer,24/07/2004,791874258,434647777
driver,25/07/2004,840182659,760057022
guidance,26/07/2004,23364993,427781239
finding,27/07/2004,902289636,877987325
lake,28/07/2004,251486233,225520839
mall,29/07/2004,784156017,541925307
dinner,30/07/2004,140691717,887159747
ability,31/07/2004,370440483,308962724
art,01/08/2004,46990634,396537307
ad,02/08/2004,16774262,172657273
depth,03/08/2004,324249056,288585173
strategy,04/08/2004,963551477,618676664
accident,05/08/2004,676978173,310098263
society,06/08/2004,215430511,917143708
people,07/08/2004,718141373,198073746
tooth,08/08/2004,901649005,848121068
basis,09/08/2004,735704411,784122920
pizza,10/08/2004,592522623,677910651
person,11/08/2004,2230684,99832976
statement,12/08/2004,708142454,794946080
chemistry,13/08/2004,515509270,397109266
child,14/08/2004,551147260,370900276
death,15/08/2004,96515205,163235257
history,16/08/2004,971527654,287528405
airport,17/08/2004,20251323,283814542
homework,18/08/2004,284545031,280877312
soup,19/08/2004,206701288,385115617
language,20/08/2004,344594417,422598600
country,21/08/2004,623523821,309717606
client,22/08/2004,179034020,617167267
internet,23/08/2004,118166746,512254987
volume,24/08/2004,263870401,24461350
user,25/08/2004,307652215,170022244
attention,26/08/2004,397884849,149867521
procedure,27/08/2004,927627731,281360189
funeral,28/08/2004,713402654,252574809
injury,29/08/2004,129198085,220994233
judgment,30/08/2004,998586926,85655557
oven,31/08/2004,238361635,870819494
story,01/09/2004,331196517,632067776
republic,02/09/2004,823113981,587197242
emotion,03/09/2004,503267361,674030447
theory,04/09/2004,318616057,223042430
area,05/09/2004,145155939,593054733
drama,06/09/2004,716959073,470868354
scene,07/09/2004,595337786,778917105
cigarette,08/09/2004,906327556,946212215
device,09/09/2004,879250622,267513901
activity,10/09/2004,328745009,630206325
freedom,11/09/2004,942760514,159457251
hospital,12/09/2004,68829037,604760900
presence,13/09/2004,790491367,504462227
orange,14/09/2004,917489689,430174581
anxiety,15/09/2004,329358209,773997029
lake,16/09/2004,1484838,220278849
alcohol,17/09/2004,831136869,98658542
church,18/09/2004,414887697,681523592
hair,19/09/2004,135092364,92838545
fact,20/09/2004,199291546,174369175
newspaper,21/09/2004,665851092,854165028
actor,22/09/2004,534366762,726504893
attention,23/09/2004,328387155,71766843
goal,24/09/2004,889617250,42492141
truth,25/09/2004,922388519,811384322
leader,26/09/2004,261771346,445281518
event,27/09/2004,721475304,420844914
growth,28/09/2004,669424353,458023171
location,29/09/2004,108634512,742733703
driver,30/09/2004,733874802,157590854
bedroom,01/10/2004,367589971,644587219
hall,02/10/2004,657022520,650920865
reality,03/10/2004,521082400,148701320
attitude,04/10/2004,470579967,732293559
affair,05/10/2004,803212276,588212229
pie,06/10/2004,83019693,596638423
solution,07/10/2004,398973892,89636795
